shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.247709,0.217468,0.247897,3547.00 M Ops,296.68 M Ops,50.32 M Ops,0.8906 M,0.3869 %,498.48 uJ,0.217468,0.247897,0.623183
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.249599,0.220045,0.249789,3547.00 M Ops,293.90 M Ops,50.32 M Ops,0.8906 M,0.3863 %,495.97 uJ,0.220045,0.249789,0.618716
shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.246751,0.217617,0.246945,3547.00 M Ops,293.70 M Ops,50.32 M Ops,0.8906 M,0.3878 %,495.80 uJ,0.217617,0.246945,0.622924
