snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.389936,0.385717,0.390046,134.08 M Ops,18.43 M Ops,6.41 M Ops,0.1880 M,0.4266 %,46.06 uJ,0.385717,0.390046,0.651996
