snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.368183,0.363781,0.369335,167.42 M Ops,18.24 M Ops,66.25 M Ops,0.3871 M,0.4794 %,321.18 uJ,0.363781,0.369335,0.670357
