epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.551546,0.551546,0.535607,0.935955,0.935955,0.679742
1,0.424725,0.424725,0.468474,0.892563,0.892563,0.663413
2,0.408369,0.408369,0.458727,0.853453,0.853453,0.646075
3,0.399658,0.399658,0.453748,0.845018,0.845018,0.638563
4,0.389641,0.389641,0.447095,0.828051,0.828051,0.632872
5,0.383747,0.383747,0.443245,0.807775,0.807775,0.623199
6,0.380148,0.380148,0.441269,0.795635,0.795635,0.618768
7,0.375767,0.375767,0.438639,0.794709,0.794709,0.619452
8,0.371388,0.371388,0.435554,0.784284,0.784284,0.616737
9,0.370050,0.370050,0.435076,0.781356,0.781356,0.612393
10,0.368260,0.368260,0.433905,0.784728,0.784728,0.612416
11,0.367736,0.367736,0.433514,0.779366,0.779366,0.611519
12,0.365840,0.365840,0.432353,0.780875,0.780875,0.611643
13,0.365514,0.365514,0.431906,0.776896,0.776896,0.607805
14,0.364292,0.364292,0.431178,0.779190,0.779190,0.609460
15,0.362719,0.362719,0.430213,0.779481,0.779481,0.609192
16,0.360945,0.360945,0.428943,0.779971,0.779971,0.608646
17,0.358815,0.358815,0.427539,0.778050,0.778050,0.607662
18,0.358849,0.358849,0.427612,0.782519,0.782519,0.611383
19,0.358979,0.358979,0.427813,0.780331,0.780331,0.607611
