epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.731893,0.535244,1.189050,0.184758,0.000008,1.286841,1.077797,1.126788,0.197776,tensor(1.0770),tensor(0.7319)
1,0.647397,0.460765,1.078214,0.175850,0.000000,1.118728,0.919764,1.050086,0.188463,tensor(0.9197),tensor(0.6668)
2,0.596979,0.419960,1.019285,0.166826,0.000001,1.035653,0.848772,0.994955,0.176931,tensor(0.8491),tensor(0.6368)
3,0.569411,0.401442,0.988709,0.158082,0.000001,0.987616,0.810168,0.969126,0.167757,tensor(0.8107),tensor(0.6195)
4,0.552966,0.389768,0.978184,0.153415,0.000001,0.956848,0.784567,0.961176,0.162669,tensor(0.7843),tensor(0.6071)
5,0.540603,0.379542,0.975269,0.151308,0.000000,0.936681,0.767378,0.954370,0.159759,tensor(0.7673),tensor(0.5986)
6,0.530649,0.371396,0.971261,0.149541,0.000000,0.922944,0.755952,0.950235,0.157490,tensor(0.7558),tensor(0.5928)
7,0.523262,0.365743,0.968437,0.147834,0.000000,0.907558,0.742073,0.945900,0.156025,tensor(0.7422),tensor(0.5861)
8,0.516910,0.360971,0.965629,0.146282,0.000000,0.898802,0.735991,0.941604,0.153395,tensor(0.7360),tensor(0.5833)
9,0.511349,0.356864,0.962255,0.144862,0.000000,0.891761,0.730587,0.939189,0.151782,tensor(0.7302),tensor(0.5806)
10,0.505353,0.351978,0.959007,0.143784,0.000000,0.883253,0.723329,0.933627,0.150587,tensor(0.7233),tensor(0.5771)
11,0.501092,0.348721,0.955897,0.142811,0.000000,0.876996,0.718812,0.928866,0.148895,tensor(0.7184),tensor(0.5744)
12,0.497053,0.345351,0.952591,0.142177,0.000000,0.871215,0.713978,0.925275,0.147984,tensor(0.7146),tensor(0.5722)
13,0.492390,0.341556,0.949604,0.141338,0.000000,0.868728,0.713010,0.920591,0.146512,tensor(0.7130),tensor(0.5717)
14,0.489817,0.339495,0.946622,0.140856,0.000000,0.863893,0.709081,0.916638,0.145646,tensor(0.7097),tensor(0.5697)
15,0.485877,0.336030,0.942866,0.140418,0.000000,0.864328,0.710505,0.912813,0.144695,tensor(0.7113),tensor(0.5709)
16,0.482114,0.332646,0.939435,0.140073,0.000000,0.859472,0.705863,0.908427,0.144524,tensor(0.7067),tensor(0.5681)
17,0.479726,0.330213,0.935663,0.140157,0.000000,0.859222,0.706186,0.904731,0.143988,tensor(0.7064),tensor(0.5679)
18,0.477172,0.327837,0.932699,0.140008,0.000000,0.858917,0.706680,0.900528,0.143231,tensor(0.7064),tensor(0.5672)
19,0.474623,0.325423,0.929103,0.139908,0.000000,0.859390,0.707483,0.895142,0.142955,tensor(0.7067),tensor(0.5677)
20,0.471509,0.322349,0.925623,0.139904,0.000000,0.855335,0.703916,0.891413,0.142505,tensor(0.7040),tensor(0.5663)
21,0.469539,0.320331,0.922112,0.139986,0.000000,0.856720,0.705229,0.887192,0.142620,tensor(0.7051),tensor(0.5673)
22,0.467825,0.318565,0.918914,0.140071,0.000000,0.858588,0.707422,0.883903,0.142327,tensor(0.7068),tensor(0.5676)
23,0.464490,0.315292,0.915911,0.140039,0.000000,0.860346,0.709065,0.879925,0.142482,tensor(0.7091),tensor(0.5694)
24,0.462831,0.313545,0.913821,0.140147,0.000000,0.859412,0.708570,0.879519,0.142047,tensor(0.7080),tensor(0.5689)
25,0.463295,0.314006,0.913958,0.140150,0.000000,0.858401,0.707402,0.878516,0.142214,tensor(0.7076),tensor(0.5686)
26,0.463092,0.313797,0.913191,0.140163,0.000000,0.859263,0.708446,0.879106,0.142025,tensor(0.7086),tensor(0.5693)
27,0.462236,0.312896,0.913110,0.140209,0.000000,0.859178,0.708362,0.878974,0.142026,tensor(0.7084),tensor(0.5692)
0,0.766601,0.582880,1.044382,0.173276,0.000013,1.487488,1.288681,1.009303,0.188714,tensor(1.2942),tensor(0.8047)
1,0.687920,0.509690,1.004487,0.168185,0.000001,1.356346,1.160849,0.989749,0.185599,tensor(1.1564),tensor(0.7480)
2,0.658547,0.483441,0.991156,0.165195,0.000001,1.282046,1.091420,0.979873,0.180827,tensor(1.0907),tensor(0.7202)
3,0.620337,0.449308,0.990461,0.161125,0.000001,1.244073,1.061757,0.975437,0.172561,tensor(1.0606),tensor(0.7070)
4,0.609930,0.443396,0.985710,0.156676,0.000001,1.216510,1.042402,0.970603,0.164401,tensor(1.0428),tensor(0.6988)
