epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.618569,0.613858,0.047106,0.077262,0.193381,0.191272,0.021093,0.054743
1,0.326699,0.324235,0.024638,0.083485,0.103562,0.101755,0.018076,0.054360
2,0.221344,0.219140,0.022035,0.080909,0.067475,0.065798,0.016764,0.050957
3,0.174819,0.172767,0.020520,0.078829,0.053646,0.052110,0.015367,0.048681
4,0.151967,0.149886,0.020816,0.079105,0.043829,0.042061,0.017683,0.057959
5,0.143398,0.141415,0.019831,0.084447,0.039392,0.037779,0.016121,0.052983
6,0.134598,0.132716,0.018820,0.082874,0.036773,0.035116,0.016561,0.057485
7,0.135254,0.133415,0.018389,0.081970,0.032436,0.030843,0.015933,0.054634
8,0.132275,0.130414,0.018613,0.082502,0.030333,0.028598,0.017347,0.060169
9,0.126343,0.124509,0.018341,0.085189,0.029530,0.028036,0.014943,0.059610
10,0.127703,0.125867,0.018357,0.090796,0.029173,0.027598,0.015750,0.052217
11,0.127654,0.125873,0.017817,0.091667,0.028419,0.027040,0.013791,0.057804
12,0.127856,0.126229,0.016276,0.091572,0.026117,0.024479,0.016386,0.072134
13,0.127135,0.125539,0.015968,0.090719,0.026555,0.025281,0.012740,0.057682
14,0.123902,0.122327,0.015758,0.089777,0.025911,0.024711,0.011997,0.060662
15,0.124550,0.123085,0.014646,0.088528,0.025742,0.024638,0.011044,0.058954
