epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.552007,0.552007,0.536652,0.881144,0.881144,0.660915
1,0.403724,0.403724,0.456149,0.791640,0.791640,0.617797
2,0.380160,0.380160,0.441584,0.756892,0.756892,0.598020
3,0.370462,0.370462,0.435830,0.754552,0.754552,0.599787
4,0.366246,0.366246,0.433445,0.757278,0.757278,0.601401
5,0.362160,0.362160,0.430917,0.770632,0.770632,0.603382
6,0.360263,0.360263,0.429919,0.759637,0.759637,0.600150
7,0.354093,0.354093,0.425831,0.768041,0.768041,0.599149
8,0.352594,0.352594,0.424597,0.771295,0.771295,0.598937
9,0.351960,0.351960,0.424461,0.778569,0.778569,0.599573
