epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.474106,0.474106,1.000000,0.665651,0.665651,0.000000,0.000000,1.015834,0.665638
1,0.452139,0.452139,1.000000,0.656677,0.656677,0.000000,0.000000,0.996900,0.656656
2,0.446227,0.446227,1.000000,0.652717,0.652717,0.000000,0.000000,0.988930,0.652744
3,0.442570,0.442570,1.000000,0.652189,0.652189,0.000000,0.000000,0.989419,0.652262
4,0.439662,0.439662,1.000000,0.650135,0.650135,0.000000,0.000000,0.985593,0.650134
5,0.437191,0.437191,1.000000,0.647142,0.647142,0.000000,0.000000,0.978154,0.647157
6,0.435202,0.435202,1.000000,0.646787,0.646787,0.000000,0.000000,0.976785,0.646781
7,0.433659,0.433659,1.000000,0.647729,0.647729,0.000000,0.000000,0.979405,0.647827
8,0.432334,0.432334,1.000000,0.645798,0.645798,0.000000,0.000000,0.975195,0.645843
9,0.431128,0.431128,1.000000,0.646335,0.646335,0.000000,0.000000,0.977083,0.646321
10,0.430097,0.430097,1.000000,0.648312,0.648312,0.000000,0.000000,0.980506,0.648315
