epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.318263,0.318263,1.000000,0.272718,0.272718,0.000000,0.000000,0.189354,0.272687
1,0.300913,0.300913,1.000000,0.270105,0.270105,0.000000,0.000000,0.188378,0.269920
2,0.298338,0.298338,1.000000,0.269361,0.269361,0.000000,0.000000,0.186155,0.269315
3,0.297360,0.297360,1.000000,0.269476,0.269476,0.000000,0.000000,0.186664,0.269409
4,0.296291,0.296291,1.000000,0.267962,0.267962,0.000000,0.000000,0.184641,0.268016
5,0.295647,0.295647,1.000000,0.266180,0.266180,0.000000,0.000000,0.183979,0.266172
6,0.295063,0.295063,1.000000,0.265973,0.265973,0.000000,0.000000,0.183133,0.265902
7,0.294736,0.294736,1.000000,0.266942,0.266942,0.000000,0.000000,0.183046,0.266807
8,0.294178,0.294178,1.000000,0.264621,0.264621,0.000000,0.000000,0.182332,0.264620
9,0.293816,0.293816,1.000000,0.265489,0.265489,0.000000,0.000000,0.182710,0.265486
10,0.293593,0.293593,1.000000,0.264839,0.264839,0.000000,0.000000,0.181941,0.264769
